timestamp_start,timestamp_end,src_ip,dst_ip,dst_port,protocol,rule_name,severity,reason,failed_attempts
2017-07-04 19:14:10,2017-07-04 19:14:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:14:30,2017-07-04 19:14:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:14:40,2017-07-04 19:14:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:14:50,2017-07-04 19:15:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:15:10,2017-07-04 19:15:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:15:30,2017-07-04 19:15:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:15:40,2017-07-04 19:15:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:16:10,2017-07-04 19:16:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:16:20,2017-07-04 19:16:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:16:50,2017-07-04 19:17:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:17:00,2017-07-04 19:17:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:17:30,2017-07-04 19:17:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:17:40,2017-07-04 19:17:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:18:10,2017-07-04 19:18:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:18:20,2017-07-04 19:18:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:18:30,2017-07-04 19:18:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:18:40,2017-07-04 19:18:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:19:00,2017-07-04 19:19:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:19:10,2017-07-04 19:19:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:19:20,2017-07-04 19:19:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:19:30,2017-07-04 19:19:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:19:40,2017-07-04 19:19:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:20:00,2017-07-04 19:20:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:20:10,2017-07-04 19:20:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:20:20,2017-07-04 19:20:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:20:30,2017-07-04 19:20:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:20:40,2017-07-04 19:20:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:21:10,2017-07-04 19:21:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:21:20,2017-07-04 19:21:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:21:30,2017-07-04 19:21:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:21:50,2017-07-04 19:22:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:22:10,2017-07-04 19:22:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:22:20,2017-07-04 19:22:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:22:50,2017-07-04 19:23:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:23:00,2017-07-04 19:23:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:23:30,2017-07-04 19:23:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:23:40,2017-07-04 19:23:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:23:50,2017-07-04 19:24:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:24:20,2017-07-04 19:24:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:24:30,2017-07-04 19:24:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:24:40,2017-07-04 19:24:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:25:00,2017-07-04 19:25:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:25:10,2017-07-04 19:25:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:25:20,2017-07-04 19:25:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:25:30,2017-07-04 19:25:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:26:00,2017-07-04 19:26:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:26:10,2017-07-04 19:26:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:26:20,2017-07-04 19:26:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:26:30,2017-07-04 19:26:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:26:40,2017-07-04 19:26:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:26:50,2017-07-04 19:27:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:27:10,2017-07-04 19:27:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:27:20,2017-07-04 19:27:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:27:30,2017-07-04 19:27:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:27:40,2017-07-04 19:27:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:27:50,2017-07-04 19:28:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:28:20,2017-07-04 19:28:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:28:30,2017-07-04 19:28:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:29:00,2017-07-04 19:29:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:29:10,2017-07-04 19:29:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:29:30,2017-07-04 19:29:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:29:40,2017-07-04 19:29:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:30:10,2017-07-04 19:30:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:30:20,2017-07-04 19:30:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:31:00,2017-07-04 19:31:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:31:10,2017-07-04 19:31:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:31:20,2017-07-04 19:31:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:31:50,2017-07-04 19:32:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:32:00,2017-07-04 19:32:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:32:10,2017-07-04 19:32:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:32:20,2017-07-04 19:32:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:32:30,2017-07-04 19:32:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:32:50,2017-07-04 19:33:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:33:00,2017-07-04 19:33:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:33:10,2017-07-04 19:33:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:33:20,2017-07-04 19:33:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:33:50,2017-07-04 19:34:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:34:00,2017-07-04 19:34:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:34:10,2017-07-04 19:34:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:34:20,2017-07-04 19:34:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:34:30,2017-07-04 19:34:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:34:50,2017-07-04 19:35:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:35:10,2017-07-04 19:35:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:35:30,2017-07-04 19:35:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:35:40,2017-07-04 19:35:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:35:50,2017-07-04 19:36:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:36:10,2017-07-04 19:36:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:36:30,2017-07-04 19:36:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:36:40,2017-07-04 19:36:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:36:50,2017-07-04 19:37:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:37:00,2017-07-04 19:37:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:37:10,2017-07-04 19:37:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:37:30,2017-07-04 19:37:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:37:40,2017-07-04 19:37:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:37:50,2017-07-04 19:38:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:38:10,2017-07-04 19:38:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:38:20,2017-07-04 19:38:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:38:30,2017-07-04 19:38:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:38:40,2017-07-04 19:38:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:38:50,2017-07-04 19:39:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:39:00,2017-07-04 19:39:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:39:10,2017-07-04 19:39:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:39:20,2017-07-04 19:39:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:39:30,2017-07-04 19:39:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:39:40,2017-07-04 19:39:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:39:50,2017-07-04 19:40:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:40:10,2017-07-04 19:40:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:40:20,2017-07-04 19:40:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:40:40,2017-07-04 19:40:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:40:50,2017-07-04 19:41:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:41:10,2017-07-04 19:41:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:41:30,2017-07-04 19:41:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:41:50,2017-07-04 19:42:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:42:30,2017-07-04 19:42:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:42:50,2017-07-04 19:43:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:43:10,2017-07-04 19:43:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:43:50,2017-07-04 19:44:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:44:00,2017-07-04 19:44:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:44:20,2017-07-04 19:44:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:44:40,2017-07-04 19:44:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:44:50,2017-07-04 19:45:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:45:00,2017-07-04 19:45:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:45:10,2017-07-04 19:45:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:45:20,2017-07-04 19:45:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:45:50,2017-07-04 19:46:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:46:00,2017-07-04 19:46:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:46:10,2017-07-04 19:46:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:46:20,2017-07-04 19:46:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:46:30,2017-07-04 19:46:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:46:40,2017-07-04 19:46:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:47:00,2017-07-04 19:47:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:47:10,2017-07-04 19:47:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:47:20,2017-07-04 19:47:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:47:30,2017-07-04 19:47:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:47:50,2017-07-04 19:48:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:48:00,2017-07-04 19:48:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:48:10,2017-07-04 19:48:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:48:30,2017-07-04 19:48:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:48:50,2017-07-04 19:49:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:49:20,2017-07-04 19:49:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:49:30,2017-07-04 19:49:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:49:40,2017-07-04 19:49:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:49:50,2017-07-04 19:50:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:50:00,2017-07-04 19:50:10,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:50:10,2017-07-04 19:50:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:50:20,2017-07-04 19:50:30,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:50:30,2017-07-04 19:50:40,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
2017-07-04 19:50:40,2017-07-04 19:50:50,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,8 failed connection attempts within 10s window,8
2017-07-04 19:50:50,2017-07-04 19:51:00,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,9 failed connection attempts within 10s window,9
2017-07-04 19:51:10,2017-07-04 19:51:20,172.16.0.1,192.168.10.50,22,TCP,BRUTE_FORCE,LOW,10 failed connection attempts within 10s window,10
